the O -1
best O -1
if O -1
you O -1
like O -1
thin O -1
crusted O -1
pizza. O -1

The O -1
pizza O -1
is O -1
the O -1
best O -1
if O -1
you O -1
like O -1
thin B-ASP 3
crusted I-ASP 3
pizza. I-ASP 3

All O -1
the O -1
money O -1
went O -1
into O -1
the O -1
interior B-ASP 0
decoration, I-ASP 0
none O -1
of O -1
it O -1
went O -1
to O -1
the O -1
chefs. O -1

All O -1
the O -1
money O -1
went O -1
into O -1
the O -1
interior O -1
decoration, O -1
none O -1
of O -1
it O -1
went O -1
to O -1
the O -1
chefs. B-ASP 0

The O -1
seats B-ASP 0
are O -1
uncomfortable O -1
if O -1
you O -1
are O -1
sitting O -1
against O -1
the O -1
wall O -1
on O -1
wooden O -1
benches. O -1

I O -1
asked O -1
for O -1
seltzer B-ASP 1
with I-ASP 1
lime, I-ASP 1
no O -1
ice. O -1

Don't O -1
go O -1
alone---even O -1
two O -1
people O -1
isn't O -1
enough O -1
for O -1
the O -1
whole O -1
experience, O -1
with O -1
pickles B-ASP 1
and O -1
a O -1
selection O -1
of O -1
meats O -1
and O -1
seafoods. O -1

Don't O -1
go O -1
alone---even O -1
two O -1
people O -1
isn't O -1
enough O -1
for O -1
the O -1
whole O -1
experience, O -1
with O -1
pickles O -1
and O -1
a O -1
selection B-ASP 1
of I-ASP 1
meats I-ASP 1
and I-ASP 1
seafoods. I-ASP 1

My O -1
suggestion O -1
is O -1
to O -1
eat O -1
family O -1
style O -1
because O -1
you'll O -1
want O -1
to O -1
try O -1
the O -1
other O -1
dishes. B-ASP 1

My O -1
suggestion O -1
is O -1
to O -1
eat B-ASP 1
family I-ASP 1
style I-ASP 1
because O -1
you'll O -1
want O -1
to O -1
try O -1
the O -1
other O -1
dishes. O -1

Best O -1
of O -1
all O -1
is O -1
the O -1
warm O -1
vibe, B-ASP 3
the O -1
owner O -1
is O -1
super O -1
friendly O -1
and O -1
service O -1
is O -1
fast. O -1

Best O -1
of O -1
all O -1
is O -1
the O -1
warm O -1
vibe, O -1
the O -1
owner B-ASP 3
is O -1
super O -1
friendly O -1
and O -1
service O -1
is O -1
fast. O -1

Best O -1
of O -1
all O -1
is O -1
the O -1
warm O -1
vibe, O -1
the O -1
owner O -1
is O -1
super O -1
friendly O -1
and O -1
service B-ASP 3
is O -1
fast. O -1

Faan's O -1
got O -1
a O -1
great O -1
concept O -1
but O -1
a O -1
little O -1
rough O -1
on O -1
the O -1
delivery. B-ASP 3

From O -1
the O -1
incredible O -1
food, B-ASP 3
to O -1
the O -1
warm O -1
atmosphere, O -1
to O -1
the O -1
friendly O -1
service, O -1
this O -1
downtown O -1
neighborhood O -1
spot O -1
doesn't O -1
miss O -1
a O -1
beat. O -1

From O -1
the O -1
incredible O -1
food, O -1
to O -1
the O -1
warm O -1
atmosphere, B-ASP 3
to O -1
the O -1
friendly O -1
service, O -1
this O -1
downtown O -1
neighborhood O -1
spot O -1
doesn't O -1
miss O -1
a O -1
beat. O -1

From O -1
the O -1
incredible O -1
food, O -1
to O -1
the O -1
warm O -1
atmosphere, O -1
to O -1
the O -1
friendly O -1
service, B-ASP 3
this O -1
downtown O -1
neighborhood O -1
spot O -1
doesn't O -1
miss O -1
a O -1
beat. O -1

Great O -1
food B-ASP 3
at O -1
REASONABLE O -1
prices, O -1
makes O -1
for O -1
an O -1
evening O -1
that O -1
can't O -1
be O -1
beat! O -1

Great O -1
food O -1
at O -1
REASONABLE O -1
prices, B-ASP 3
makes O -1
for O -1
an O -1
evening O -1
that O -1
can't O -1
be O -1
beat! O -1

this O -1
little O -1
place O -1
has O -1
a O -1
cute O -1
interior B-ASP 3
decor I-ASP 3
and O -1
affordable O -1
city O -1
prices. O -1

this O -1
little O -1
place O -1
has O -1
a O -1
cute O -1
interior O -1
decor O -1
and O -1
affordable O -1
city O -1
prices. B-ASP 3

Two O -1
words: O -1
Free O -1
wine. B-ASP 0

The O -1
price B-ASP 0
is O -1
reasonable O -1
although O -1
the O -1
service O -1
is O -1
poor. O -1

The O -1
price O -1
is O -1
reasonable O -1
although O -1
the O -1
service B-ASP 0
is O -1
poor. O -1

The O -1
quantity B-ASP 3
is O -1
also O -1
very O -1
good, O -1
you O -1
will O -1
come O -1
out O -1
satisfied. O -1

I O -1
stumbled O -1
upon O -1
this O -1
second O -1
floor O -1
walk-up O -1
two O -1
Fridays O -1
ago O -1
when O -1
I O -1
was O -1
with O -1
two O -1
friends O -1
in O -1
town O -1
from O -1
L.A. O -1
Being O -1
serious O -1
sushi B-ASP 3
lovers, O -1
we O -1
sat O -1
at O -1
the O -1
sushi O -1
bar O -1
to O -1
be O -1
closer O -1
to O -1
the O -1
action. O -1

I O -1
stumbled O -1
upon O -1
this O -1
second O -1
floor O -1
walk-up O -1
two O -1
Fridays O -1
ago O -1
when O -1
I O -1
was O -1
with O -1
two O -1
friends O -1
in O -1
town O -1
from O -1
L.A. O -1
Being O -1
serious O -1
sushi O -1
lovers, O -1
we O -1
sat O -1
at O -1
the O -1
sushi B-ASP 3
bar I-ASP 3
to O -1
be O -1
closer O -1
to O -1
the O -1
action. O -1

The O -1
fried B-ASP 3
rice I-ASP 3
is O -1
amazing O -1
here. O -1

Three O -1
courses O -1
- O -1
choices O -1
include O -1
excellent O -1
mussels, B-ASP 3
puff O -1
pastry O -1
goat O -1
cheese O -1
and O -1
salad O -1
with O -1
a O -1
delicious O -1
dressing, O -1
and O -1
a O -1
hanger O -1
steak O -1
au O -1
poivre O -1
that O -1
is O -1
out O -1
of O -1
this O -1
world. O -1

Three O -1
courses O -1
- O -1
choices O -1
include O -1
excellent O -1
mussels, O -1
puff B-ASP 3
pastry I-ASP 3
goat I-ASP 3
cheese I-ASP 3
and O -1
salad O -1
with O -1
a O -1
delicious O -1
dressing, O -1
and O -1
a O -1
hanger O -1
steak O -1
au O -1
poivre O -1
that O -1
is O -1
out O -1
of O -1
this O -1
world. O -1

Three O -1
courses O -1
- O -1
choices O -1
include O -1
excellent O -1
mussels, O -1
puff O -1
pastry O -1
goat O -1
cheese O -1
and O -1
salad B-ASP 3
with I-ASP 3
a I-ASP 3
delicious I-ASP 3
dressing, I-ASP 3
and O -1
a O -1
hanger O -1
steak O -1
au O -1
poivre O -1
that O -1
is O -1
out O -1
of O -1
this O -1
world. O -1

Three O -1
courses O -1
- O -1
choices O -1
include O -1
excellent O -1
mussels, O -1
puff O -1
pastry O -1
goat O -1
cheese O -1
and O -1
salad O -1
with O -1
a O -1
delicious O -1
dressing, O -1
and O -1
a O -1
hanger B-ASP 3
steak I-ASP 3
au I-ASP 3
poivre I-ASP 3
that O -1
is O -1
out O -1
of O -1
this O -1
world. O -1

Three O -1
courses B-ASP 3
- O -1
choices O -1
include O -1
excellent O -1
mussels, O -1
puff O -1
pastry O -1
goat O -1
cheese O -1
and O -1
salad O -1
with O -1
a O -1
delicious O -1
dressing, O -1
and O -1
a O -1
hanger O -1
steak O -1
au O -1
poivre O -1
that O -1
is O -1
out O -1
of O -1
this O -1
world. O -1

it's O -1
a O -1
perfect O -1
place O -1
to O -1
have O -1
a O -1
amanzing O -1
indian B-ASP 3
food. I-ASP 3

The O -1
place O -1
is O -1
so O -1
cool O -1
and O -1
the O -1
service B-ASP 3
is O -1
prompt O -1
and O -1
curtious. O -1

The O -1
place B-ASP 3
is O -1
so O -1
cool O -1
and O -1
the O -1
service O -1
is O -1
prompt O -1
and O -1
curtious. O -1

At O -1
the O -1
end O -1
you're O -1
left O -1
with O -1
a O -1
mild O -1
broth B-ASP 0
with I-ASP 0
noodles I-ASP 0
that O -1
you O -1
can O -1
slurp O -1
out O -1
of O -1
a O -1
cup. O -1

I O -1
just O -1
wonder O -1
how O -1
you O -1
can O -1
have O -1
such O -1
a O -1
delicious O -1
meal B-ASP 3
for O -1
such O -1
little O -1
money. O -1

I O -1
just O -1
wonder O -1
how O -1
you O -1
can O -1
have O -1
such O -1
a O -1
delicious O -1
meal O -1
for O -1
such O -1
little O -1
money. B-ASP 3

The O -1
food B-ASP 3
was O -1
delicious O -1
but O -1
do O -1
not O -1
come O -1
here O -1
on O -1
a O -1
empty O -1
stomach. O -1

The O -1
wine B-ASP 3
list I-ASP 3
is O -1
excellent. O -1

Ive O -1
been O -1
to O -1
many O -1
Thai O -1
restaurants O -1
in O -1
Manhattan O -1
before, O -1
and O -1
Toons O -1
is O -1
by O -1
far O -1
the O -1
best O -1
Thai B-ASP 3
food I-ASP 3
Ive O -1
had O -1
(except O -1
for O -1
my O -1
mom's O -1
of O -1
course). O -1

They O -1
wouldnt O -1
even O -1
let O -1
me O -1
finish O -1
my O -1
glass B-ASP 5
of I-ASP 5
wine I-ASP 5
before O -1
offering O -1
another. O -1

Whem O -1
asked, O -1
we O -1
had O -1
to O -1
ask O -1
more O -1
detailed O -1
questions O -1
so O -1
that O -1
we O -1
knew O -1
what O -1
the O -1
specials B-ASP 5
were. O -1

This O -1
is O -1
a O -1
consistently O -1
great O -1
place O -1
to O -1
dine O -1
for O -1
lunch B-ASP 3
or O -1
dinner. O -1

This O -1
is O -1
a O -1
consistently O -1
great O -1
place O -1
to O -1
dine O -1
for O -1
lunch O -1
or O -1
dinner. B-ASP 3

This O -1
is O -1
a O -1
consistently O -1
great O -1
place O -1
to O -1
dine B-ASP 3
for O -1
lunch O -1
or O -1
dinner. O -1

Nice O -1
atmosphere, B-ASP 3
the O -1
service O -1
was O -1
very O -1
pleasant O -1
and O -1
the O -1
desert O -1
was O -1
good. O -1

Nice O -1
atmosphere, O -1
the O -1
service B-ASP 3
was O -1
very O -1
pleasant O -1
and O -1
the O -1
desert O -1
was O -1
good. O -1

Nice O -1
atmosphere, O -1
the O -1
service O -1
was O -1
very O -1
pleasant O -1
and O -1
the O -1
desert B-ASP 3
was O -1
good. O -1

After O -1
really O -1
enjoying O -1
ourselves O -1
at O -1
the O -1
bar B-ASP 3
we O -1
sat O -1
down O -1
at O -1
a O -1
table O -1
and O -1
had O -1
dinner. O -1

After O -1
really O -1
enjoying O -1
ourselves O -1
at O -1
the O -1
bar O -1
we O -1
sat O -1
down O -1
at O -1
a O -1
table B-ASP 3
and O -1
had O -1
dinner. O -1

After O -1
really O -1
enjoying O -1
ourselves O -1
at O -1
the O -1
bar O -1
we O -1
sat O -1
down O -1
at O -1
a O -1
table O -1
and O -1
had O -1
dinner. B-ASP 3

Fabulous O -1
service, B-ASP 3
fantastic O -1
food, O -1
and O -1
a O -1
chilled O -1
out O -1
atmosphere O -1
and O -1
environment. O -1

Fabulous O -1
service, O -1
fantastic O -1
food, B-ASP 3
and O -1
a O -1
chilled O -1
out O -1
atmosphere O -1
and O -1
environment. O -1

Fabulous O -1
service, O -1
fantastic O -1
food, O -1
and O -1
a O -1
chilled O -1
out O -1
atmosphere B-ASP 3
and O -1
environment. O -1

Fabulous O -1
service, O -1
fantastic O -1
food, O -1
and O -1
a O -1
chilled O -1
out O -1
atmosphere O -1
and O -1
environment. B-ASP 3

Try O -1
the O -1
lasagnette B-ASP 2
appetizer. I-ASP 2

I O -1
liked O -1
the O -1
beer B-ASP 3
selection! I-ASP 3

Great O -1
food, B-ASP 3
good O -1
size O -1
menu, O -1
great O -1
service O -1
and O -1
an O -1
unpretensious O -1
setting. O -1

Great O -1
food, O -1
good O -1
size O -1
menu, B-ASP 3
great O -1
service O -1
and O -1
an O -1
unpretensious O -1
setting. O -1

Great O -1
food, O -1
good O -1
size O -1
menu, O -1
great O -1
service B-ASP 3
and O -1
an O -1
unpretensious O -1
setting. O -1

Great O -1
food, O -1
good O -1
size O -1
menu, O -1
great O -1
service O -1
and O -1
an O -1
unpretensious O -1
setting. B-ASP 3

Go O -1
here O -1
for O -1
a O -1
romantic O -1
dinner B-ASP 3
but O -1
not O -1
for O -1
an O -1
all O -1
out O -1
wow O -1
dining O -1
experience. O -1

Go O -1
here O -1
for O -1
a O -1
romantic O -1
dinner O -1
but O -1
not O -1
for O -1
an O -1
all O -1
out O -1
wow O -1
dining B-ASP 3
experience. O -1

I O -1
grew O -1
up O -1
eating O -1
Dosa B-ASP 4
and O -1
have O -1
yet O -1
to O -1
find O -1
a O -1
place O -1
in O -1
NY O -1
to O -1
satisfy O -1
my O -1
taste O -1
buds. O -1

Wine B-ASP 3
list I-ASP 3
selection I-ASP 3
is O -1
good O -1
and O -1
wine-by-the-glass O -1
was O -1
generously O -1
filled O -1
to O -1
the O -1
top. O -1

Wine O -1
list O -1
selection O -1
is O -1
good O -1
and O -1
wine-by-the-glass B-ASP 3
was O -1
generously O -1
filled O -1
to O -1
the O -1
top. O -1

With O -1
the O -1
great O -1
variety O -1
on O -1
the O -1
menu B-ASP 3
, O -1
I O -1
eat O -1
here O -1
often O -1
and O -1
never O -1
get O -1
bored O -1
. O -1

The O -1
menu B-ASP 2
is O -1
very O -1
limited O -1
- O -1
i O -1
think O -1
we O -1
counted O -1
4 O -1
or O -1
5 O -1
entrees. O -1

The O -1
menu O -1
is O -1
very O -1
limited O -1
- O -1
i O -1
think O -1
we O -1
counted O -1
4 O -1
or O -1
5 O -1
entrees. B-ASP 2

The O -1
menu B-ASP 3
is O -1
limited O -1
but O -1
almost O -1
all O -1
of O -1
the O -1
dishes O -1
are O -1
excellent. O -1

The O -1
menu O -1
is O -1
limited O -1
but O -1
almost O -1
all O -1
of O -1
the O -1
dishes B-ASP 3
are O -1
excellent. O -1

Not O -1
too O -1
crazy O -1
about O -1
their O -1
sake B-ASP 2
martini. I-ASP 2

Great O -1
bagels, B-ASP 3
spreads O -1
and O -1
a O -1
good O -1
place O -1
to O -1
hang O -1
out O -1
in. O -1

Great O -1
bagels, O -1
spreads B-ASP 3
and O -1
a O -1
good O -1
place O -1
to O -1
hang O -1
out O -1
in. O -1

The O -1
service B-ASP 3
varys O -1
from O -1
day O -1
to O -1
day- O -1
sometimes O -1
they're O -1
very O -1
nice, O -1
and O -1
sometimes O -1
not. O -1

One O -1
thing O -1
I O -1
liked O -1
about O -1
this O -1
place O -1
is O -1
that O -1
I O -1
never O -1
felt O -1
rushed O -1
or O -1
pressured O -1
to O -1
give O -1
up O -1
my O -1
table B-ASP 3
ot O -1
incoming O -1
guests. O -1

Unfortunately, O -1
the O -1
food B-ASP 3
is O -1
outstanding, O -1
but O -1
everything O -1
else O -1
about O -1
this O -1
restaurant O -1
is O -1
the O -1
pits. O -1

We O -1
always O -1
have O -1
a O -1
delicious O -1
meal B-ASP 3
and O -1
always O -1
leave O -1
feeling O -1
satisfied. O -1

Dip O -1
the O -1
ingredients B-ASP 0
in O -1
with O -1
your O -1
chopsticks, O -1
swirl O -1
them O -1
around, O -1
and O -1
eat. O -1

Dip O -1
the O -1
ingredients O -1
in O -1
with O -1
your O -1
chopsticks, B-ASP 0
swirl O -1
them O -1
around, O -1
and O -1
eat. O -1

First O -1
went O -1
here O -1
to O -1
enjoy O -1
their O -1
garden B-ASP 3
terrace. I-ASP 3

The O -1
pizza B-ASP 3
was O -1
pretty O -1
good O -1
and O -1
huge. O -1

The O -1
cuisine B-ASP 5
from O -1
what O -1
I've O -1
gathered O -1
is O -1
authentic O -1
Taiwanese, O -1
though O -1
its O -1
very O -1
different O -1
from O -1
what O -1
I've O -1
been O -1
accustomed O -1
to O -1
in O -1
Taipei. O -1

I O -1
almost O -1
hesititate O -1
to O -1
write O -1
a O -1
review O -1
because O -1
the O -1
atmosphere B-ASP 3
was O -1
so O -1
great O -1
and O -1
I O -1
would O -1
hate O -1
for O -1
it O -1
too O -1
become O -1
to O -1
crowded. O -1

They O -1
are O -1
often O -1
crowded O -1
on O -1
the O -1
weekends O -1
but O -1
they O -1
are O -1
efficient O -1
and O -1
accurate O -1
with O -1
their O -1
service. B-ASP 3

They O -1
are O -1
often O -1
crowded B-ASP 3
on O -1
the O -1
weekends O -1
but O -1
they O -1
are O -1
efficient O -1
and O -1
accurate O -1
with O -1
their O -1
service. O -1

All O -1
my O -1
co-workers O -1
were O -1
amazed O -1
at O -1
how O -1
small O -1
the O -1
dish B-ASP 3
was. O -1

The O -1
atmosphere B-ASP 0
is O -1
unheralded, O -1
the O -1
service O -1
impecible, O -1
and O -1
the O -1
food O -1
magnificant. O -1

The O -1
atmosphere O -1
is O -1
unheralded, O -1
the O -1
service B-ASP 0
impecible, O -1
and O -1
the O -1
food O -1
magnificant. O -1

The O -1
atmosphere O -1
is O -1
unheralded, O -1
the O -1
service O -1
impecible, O -1
and O -1
the O -1
food B-ASP 0
magnificant. O -1

We O -1
ordered O -1
the O -1
special, O -1
grilled B-ASP 0
branzino, I-ASP 0
that O -1
was O -1
so O -1
infused O -1
with O -1
bone, O -1
it O -1
was O -1
difficult O -1
to O -1
eat. O -1

The O -1
wait B-ASP 3
staff I-ASP 3
is O -1
friendly, O -1
and O -1
the O -1
food O -1
has O -1
gotten O -1
better O -1
and O -1
better! O -1

The O -1
wait O -1
staff O -1
is O -1
friendly, O -1
and O -1
the O -1
food B-ASP 3
has O -1
gotten O -1
better O -1
and O -1
better! O -1

It O -1
may O -1
be O -1
a O -1
bit O -1
packed O -1
on O -1
weekends, O -1
but O -1
the O -1
vibe B-ASP 3
is O -1
good O -1
and O -1
it O -1
is O -1
the O -1
best O -1
French O -1
food O -1
you O -1
will O -1
find O -1
in O -1
the O -1
area. O -1

It O -1
may O -1
be O -1
a O -1
bit O -1
packed O -1
on O -1
weekends, O -1
but O -1
the O -1
vibe O -1
is O -1
good O -1
and O -1
it O -1
is O -1
the O -1
best O -1
French B-ASP 3
food I-ASP 3
you O -1
will O -1
find O -1
in O -1
the O -1
area. O -1

It O -1
may O -1
be O -1
a O -1
bit O -1
packed B-ASP 3
on O -1
weekends, O -1
but O -1
the O -1
vibe O -1
is O -1
good O -1
and O -1
it O -1
is O -1
the O -1
best O -1
French O -1
food O -1
you O -1
will O -1
find O -1
in O -1
the O -1
area. O -1

Right O -1
off O -1
the O -1
L O -1
in O -1
Brooklyn O -1
this O -1
is O -1
a O -1
nice O -1
cozy O -1
place O -1
with O -1
good O -1
pizza. B-ASP 3

Right O -1
off O -1
the O -1
L O -1
in O -1
Brooklyn O -1
this O -1
is O -1
a O -1
nice O -1
cozy O -1
place B-ASP 3
with O -1
good O -1
pizza. O -1

Le O -1
Pere O -1
Pinard O -1
has O -1
a O -1
$15 O -1
pre-theater B-ASP 3
menu I-ASP 3
that O -1
is O -1
outstanding. O -1

I O -1
also O -1
ordered O -1
for O -1
delivery B-ASP 0
and O -1
the O -1
restaurant O -1
forgot O -1
half O -1
the O -1
order. O -1

I O -1
also O -1
ordered O -1
for O -1
delivery O -1
and O -1
the O -1
restaurant O -1
forgot O -1
half O -1
the O -1
order. B-ASP 0

Our O -1
server B-ASP 5
checked O -1
on O -1
us O -1
maybe O -1
twice O -1
during O -1
the O -1
entire O -1
meal. O -1

Our O -1
server O -1
checked O -1
on O -1
us O -1
maybe O -1
twice O -1
during O -1
the O -1
entire O -1
meal. B-ASP 5

The O -1
strong O -1
scents B-ASP 0
coming O -1
from O -1
the O -1
left O -1
and O -1
right O -1
of O -1
me O -1
negatively O -1
affected O -1
my O -1
taste O -1
buds. O -1

We O -1
had O -1
the O -1
lobster B-ASP 3
sandwich I-ASP 3
and O -1
it O -1
was O -1
FANTASTIC. O -1

Had O -1
we O -1
been O -1
stalling O -1
I O -1
could O -1
understand O -1
where O -1
they O -1
were O -1
coming O -1
from, O -1
but O -1
we O -1
had O -1
been O -1
there O -1
less O -1
than O -1
an O -1
hour O -1
and O -1
they O -1
hadn't O -1
even O -1
brought O -1
us O -1
a O -1
check B-ASP 0
yet! O -1

Though O -1
the O -1
Spider B-ASP 0
Roll I-ASP 0
may O -1
look O -1
like O -1
a O -1
challenge O -1
to O -1
eat, O -1
with O -1
soft O -1
shell O -1
crab O -1
hanging O -1
out O -1
of O -1
the O -1
roll, O -1
it O -1
is O -1
well O -1
worth O -1
the O -1
price O -1
you O -1
pay O -1
for O -1
them. O -1

Though O -1
the O -1
Spider O -1
Roll O -1
may O -1
look O -1
like O -1
a O -1
challenge O -1
to O -1
eat, O -1
with O -1
soft O -1
shell O -1
crab O -1
hanging O -1
out O -1
of O -1
the O -1
roll, O -1
